sentence,question,correct answer,chatgpt answer,evaluation
"A járványügyi központ karanténba helyezte az embereket, mert tartottak a járvány terjedésétől.",Kik tartottak a járvány terjedésétől? a járványügyi központ vagy az emberek?,a járványügyi központ,"Az emberek tartottak a járvány terjedésétől, ezért a járványügyi központ döntött arról, hogy karanténba helyezi őket.",r
"A járványügyi központ karanténba helyezte az embereket, mert tartottak a járvány terjedésétől.",Kik tartottak a járvány terjedésétől? a járványügyi központ vagy az emberek?,a járványügyi központ,"Az emberek tartottak a járvány terjedésétől, ezért a járványügyi központ karanténba helyezte őket.",r
"A járványügyi központ karanténba helyezte az embereket, mert tartottak a járvány terjedésétől.",Kik tartottak a járvány terjedésétől? a járványügyi központ vagy az emberek?,a járványügyi központ,"A mondat szerint a járványügyi központ tartott a járvány terjedésétől, ezért helyezte karanténba az embereket.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, és a járványügyi központ helyezi őket karanténba, mert gyanúja van arra, hogy fertőzöttek lehetnek. A járványügyi központ célja a betegek elkülönítése és kezelése, illetve annak megakadályozása, hogy további emberek fertőződjenek meg.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, miután valamilyen módon kapcsolatba kerültek a vírussal vagy beteg személlyel. A járványügyi központ a fertőzöttek számának csökkentése érdekében helyezi karanténba az embereket, akiknek a fertőzéssel való kapcsolata lehet.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, és a járványügyi központ helyezi őket karanténba. A járványügyi központ a fertőzéseket felismeri és kezeli, valamint a terjedés megakadályozása érdekében intézkedéseket hoz.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, nem a járványügyi központ. A járványügyi központ a fertőzött emberek karanténba helyezésére ad utasítást a fertőzés terjedésének megakadályozása érdekében.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, mivel a járványügyi központ karanténba helyezi őket a fertőzést gyanítva. A járványügyi központ azonban azokat a szervezeteket jelenti, amelyek felelősek a járványok kezeléséért, ellenőrzéséért és megelőzéséért. Tehát az emberek fertőzöttségének gyanúja miatt karanténba helyezik őket a járványügyi központ irányítása alatt.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, és a járványügyi központ helyezi őket karanténba, hogy megakadályozza a fertőzés terjedését. A járványügyi központ a fertőzés kezelésére és az emberek védelmére szakosodott intézmény.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, ahogy a mondat is utal rá: ""A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek."" Az emberek lehetnek potenciálisan fertőzöttek, és a járványügyi központ a megelőzés céljából karanténba helyezi őket, hogy megakadályozza a fertőzés terjedését.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek. A járványügyi központ a megelőző intézkedések érdekében helyezi karanténba az embereket, akik potenciálisan fertőzöttek lehetnek, hogy megakadályozza a betegség terjedését.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, ezért a járványügyi központ a biztonság érdekében karanténba helyezheti őket.",j
"A járványügyi központ karanténba helyezte az embereket, mert fertőzöttek lehetnek.",Kik lehetnek fertőzöttek? a járványügyi központ vagy az emberek?,az emberek,"Az emberek lehetnek fertőzöttek, nem pedig a járványügyi központ. Ha valakiket karanténba helyeznek, az azért történik, mert gyanú merült fel arra vonatkozóan, hogy a fertőzöttnek lehetnek tünetei vagy a fertőzött lehet. A járványügyi központ felelős az ilyen esetek kezeléséért és az emberek védelméért.",j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,"A ""Ki nem tett semmi rosszat?"" kérdésben a világítást tartó férfire vonatkozik. Christian Bale vesztette el a türelmét a férfival szemben, annak ellenére, hogy a férfi nem tett semmi rosszat.",j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Christian Bale egyszer elveszítette a türelmét a világítást tartó férfitól, pedig nem tett semmi rosszat.",Ki nem tett semmi rosszat? Christian Bale vagy a világítást tartó férfi?,a világítást tartó férfi,A világítást tartó férfi nem tett semmi rosszat.,j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,Michael Phelpst kapták el illegális kábítószerrel.,j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,Michael Phelpset kapták el illegális kábítószerrel.,j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,"A mondatban azt állítják, hogy illegális kábítószerrel kapták el Michael Phelpset.",j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,"Michael Phelpset kapták el illegális kábítószerrel, és őt is büntették meg.",j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,Michael Phelpset kapták el illegális kábítószerrel.,j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,Michael Phelpset kapták el illegális kábítószerrel.,j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,Michael Phelpst kapták el illegális kábítószerrel.,j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,"A mondat szerint Michael Phelpset kapták el illegális kábítószerrel, és ezért sújtotta bírsággal Louis bíró.",j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,"Michael Phelpst kapták el illegális kábítószerrel, mivel őt bírságolták meg.",j
"Michael Phelpset bírsággal sújtotta Louis bíró, mert illegális kábítószerrel kapták el.",Kit kaptak el illegális kábítószerrel? Michael Phelpst vagy Louis bírót?,Michael Phelpst,Michael Phelpst kapták el illegális kábítószerrel.,j
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akarta a teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akarta a teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akart teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akarta a teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akarta elcserélni a motorkerékpárját teherautóra.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akart teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akarta a teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akarta a teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akarta a teherautót.,r
"Lóci elcserélte a teherautóját Rolanddal a motorkerékpárjáért, mivel ő teherautót akart.",Ki akart teherautót? Lóci vagy Roland?,Roland,Lóci akart teherautót.,r
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt a királyi családnak.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szöveg alapján a szálloda személyzetének kellett kielégíteni az összes igényt.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt a királyi családnak.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteniük az összes igényt a királyi családnak.,j
"A szálloda személyzete körülugrálta a királyi családot, mivel ki kellett elégíteniük az összes igényt.",Kinek kellett kielégíteni az összes igényt? a szálloda személyzetének vagy a királyi családnak?,a szálloda személyzetének,A szálloda személyzetének kellett kielégíteni az összes igényt a királyi család részéről.,j
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A megfogalmazás szerint a szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A mondat szerint a szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A szálloda személyzete körülugrálta a királyi családot, de úgy érezték, hogy a szolgáltatás nem volt kielégítő.","Kik érezték úgy, hogy a szolgáltatás nem volt kieléítő? a szálloda személyzete vagy a királyi család?",a királyi család,"A szálloda személyzete érezte úgy, hogy a szolgáltatás nem volt kielégítő.",r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,"Az evezős csónakoknak hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra, mivel nincsenek szilárd mechanikus elemek, mint például motorok, amik könnyebben meghibásodhatnak.",r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,Az evezős csónakok mozgó alkatrészei hajlamosabbak a mechanikai meghibásodásokra.,r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,Az evezős csónakok mozgó alkatrészei hajlamosabbak a mechanikai meghibásodásokra.,r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,Az evezős csónakok mozgó alkatrészei hajlamosabbak a mechanikai meghibásodásra.,r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,Az evezős csónakok mozgó alkatrészei hajlamosabbak a mechanikai meghibásodásra.,r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,Az evezős csónakoknak hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra.,r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,A motorcsónakoknak.,j
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,Az evezős csónakoknak hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra.,r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,Az evezős csónakoknak hajlamosabbak a mozgó alkatrészeik a mechanikai meghibásodásra.,r
"A motorcsónakok használatához szigorú teszteknek kell megfelelniük, míg az evezős csónakokra nem vonatkoznak irányelvek, mivel mozgó alkatrészeik miatt hajlamosabbak a mechanikai meghibásodásokra.",Miknek hajlamosabbak a mozgó alkatrészei a mechanikai meghibásodásra? A motorcsónakoknak vagy Az evezős csónakoknak?,A motorcsónakoknak,"Az evezős csónakok hajlamosabbak a mechanikai meghibásodásokra, mivel mozgó alkatrészeik vannak.",r
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst a kriosztázisról.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst a kriosztázisra való fagyasztástól.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst a kriosztázisról.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst a kriosztázisról.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst a kriosztázisról.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst a kriosztázisról.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,Az apja szeretné lebeszélni Miklóst a kriosztázisról.,j
"Miklós az apja ellenkezése ellenére le akarja fagyasztani magát kriosztázisban, bár nagyon szeretné lebeszélni róla.",Ki szeretné lebeszélni a másikat? Miklós vagy az apja?,az apja,"Az apja szeretnélebeszélni Miklóst arról, hogy lefagyassza magát kriosztázisban.",j
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,"Mind a gyerekek, mind pedig a templomi közösség élvezheti a fiatal társaságot.",n
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,A gyerekek élvezhetik a fiatal társaságot.,r
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,"A gyerekek élvezhetik a fiatal társaságot, amikor korábban ünneplik a Halloweent a templomi közösséggel együtt.",r
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,"Mind a gyerekek, mind a templomi közösség élvezheti a fiatal társaságot.",n
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,A gyerekek élvezhetik a fiatal társaságot.,r
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,"Mindkettő. A gyerekek élvezhetik a fiatal társaságot és jól érezhetik magukat a templomi közösséggel együtt, míg a templomi közösség is élvezheti a gyerekek társaságát és kapcsolódhat hozzájuk. Ez egy olyan esemény, amely összekapcsolja a két csoportot, és lehetőséget nyújt a közös örömre és közösségépítésre.",n
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,Mindkét csoport élvezheti a fiatal társaságot.,n
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,A gyerekek élvezhetik a fiatal társaságot.,r
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,A gyerekek élvezik a fiatal társaságot.,r
"A gyerekek idén korábban ünneplik a Halloweent a templomi közösséggel együtt, hogy élvezhessék a fiatal társaságot.",Kik élvezhessék a fiatal társaságot? a gyerekek vagy a templomi közösség?,a templomi közösség,"Az adott mondatban a ""gyerekek"" élvezik a fiatal társaságot, amikor együtt ünnepelnek a templomi közösséggel.",r
"Kutatások nemrégiben kimutatták, hogy a Netflix a világ internetes sávszélességének több mint 37 százalékát fogyasztja, de a Netflix előfizetőinek legutóbbi változásai miatt most már nem biztos, hogy teljesen pontosak.","Mik nem biztos, hogy pontosak? A kutatások vagy A Netflix?",A kutatások,"A kutatások nem biztos, hogy pontosak a Netflix előfizetőinek legutóbbi változásai miatt.",j
"Kutatások nemrégiben kimutatták, hogy a Netflix a világ internetes sávszélességének több mint 37 százalékát fogyasztja, de a Netflix előfizetőinek legutóbbi változásai miatt most már nem biztos, hogy teljesen pontosak.","Mik nem biztos, hogy pontosak? A kutatások vagy A Netflix?",A kutatások,"A kutatások nem biztos, hogy pontosak, mivel a Netflix előfizetőinek legutóbbi változásai befolyásolhatják az internetes sávszélesség felhasználását.",j
